Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-07,11:21:51,143082000,14.9996,0.000287,466845,3600,100,0,466845,3600,15,5,1.00074,0.860865,0.174891,0.174762,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16325,3119,Aqueous,0.768769,3.96655E-07,4.57189,9.14379,0.376713,8.23976,0.0823976,117.943,1.00003,3.24587,12696.1,3541.14,0.000795113,100%,5,5,0,No Offset,3,2,,,,,1,3.86679E-07,4.68985,9.37969,0.518738,11.0609,0.0122343,125.186,96.5659,99.9919
1,Meas 6,OK,2018-08-07,11:21:51,143082000,14.9996,0.000287,466845,3600,100,0,466845,3600,15,5,1.00074,0.860865,0.174891,0.174762,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16325,3119,Aqueous,0.768769,3.96655E-07,4.57189,9.14379,0.376713,8.23976,0.0823976,117.943,1.00003,3.24587,12696.1,3541.14,0.000795113,100%,5,5,0,No Offset,3,2,,,,,2,4.47049E-08,40.5653,81.1305,2.93483,7.23485,0.0052343,19495.7,3.43405,0.00808988
2,Meas 7,OK,2018-08-07,11:22:28,143082000,14.9987,7.07E-05,469490,3960,100,0,469490,3960,15,5,1.00073,0.863708,0.175018,0.174889,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16328,3119,Aqueous,0.754478,3.98019E-07,4.55623,9.11247,0.320158,7.02682,0.0702682,117,0.999956,2.9806,12741.3,3276.71,0.000782679,100%,5,5,0,No Offset,2,1,,,,,1,3.67424E-07,4.93562,9.87123,0.986392,19.9852,0.0399407,141.078,100,100
3,Meas 8,OK,2018-08-07,11:23:05,143082000,15,0.000587,464284,2960,100,0,464284,2960,15,5,1.00073,0.863128,0.174837,0.174709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16324,3119,Aqueous,0.758703,3.97119E-07,4.56655,9.13311,0.375036,8.21266,0.0821266,117.621,0.999862,2.33311,12711,3539.3,0.000707549,100%,5,5,0,No Offset,2,1,,,,,1,3.60381E-07,5.03208,10.0642,1.27906,25.418,0.0646075,147.614,100,100
4,Meas 9,OK,2018-08-07,11:23:42,143082000,15.003,0.000966,466788,4350,100,0,466788,4350,15,5,1.00073,0.863817,0.174895,0.174766,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16314,3119,Aqueous,0.760415,3.96904E-07,4.56903,9.13806,0.390944,8.5564,0.085564,117.77,0.999956,1.88438,12703.3,3612.81,0.000639881,100%,5,5,0,No Offset,2,1,,,,,1,3.57138E-07,5.07777,10.1555,1.35836,26.7512,0.0715625,150.769,100,100
5,Meas 10,OK,2018-08-07,11:24:18,143082000,15.0048,0.000418,463113,4760,100,0,463113,4760,15,5,1.00073,0.864055,0.174983,0.174855,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16309,3119,Aqueous,0.750537,3.92459E-07,4.62078,9.24157,0.308527,6.67695,0.0667695,120.915,0.999944,2.47883,12563.6,3148.72,0.000736704,100%,5,5,0,No Offset,2,1,,,,,1,3.64245E-07,4.9787,9.9574,0.951142,19.1042,0.0364971,143.976,100,100
6,15.0C,OK,2018-08-07,11:24:56,143082000,15.0028,0.00153,467823,4160,100,0,467823,4160,51,0.25,1.00073,0.865197,0.175068,0.17494,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16315,3119,Aqueous,0.747587,4.00215E-07,4.53123,9.06246,0.403515,8.90519,0.0890519,115.503,0.999842,2.73003,12808.4,3719.11,0.000709356,100%,5,5,0,No Offset,2,1,,,,,1,3.61535E-07,5.01602,10.032,1.28305,25.579,0.0654284,146.514,100,100
7,15.0C,OK,2018-08-07,11:25:33,143082000,15.049,0.0255,459154,3560,100,0,459154,3560,51,0.25,1.00073,0.865008,0.174994,0.174865,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.1617,3119,Aqueous,0.737797,3.99937E-07,4.53437,9.06875,0.367501,8.10478,0.0810478,115.691,1,2.583,12801.4,3540.33,0.00075493,100%,5,5,0,No Offset,3,2,,,,,1,3.77265E-07,4.80687,9.61375,0.958219,19.9343,0.0397378,132.618,97.4713,99.9736
7,15.0C,OK,2018-08-07,11:25:33,143082000,15.049,0.0255,459154,3560,100,0,459154,3560,51,0.25,1.00073,0.865008,0.174994,0.174865,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.1617,3119,Aqueous,0.737797,3.99937E-07,4.53437,9.06875,0.367501,8.10478,0.0810478,115.691,1,2.583,12801.4,3540.33,0.00075493,100%,5,5,0,No Offset,3,2,,,,,2,8.22617E-08,22.0451,44.0902,2.74662,12.4591,0.015523,4680.14,2.52874,0.0263791
8,15.2C,OK,2018-08-07,11:26:10,143082000,15.1861,0.0419,462228,5220,100,0,462228,5220,51,0.25,1.00073,0.865575,0.174836,0.174709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.1574,3119,Aqueous,0.746974,3.99158E-07,4.57101,9.14201,0.412662,9.02781,0.0902781,117.889,0.999957,2.76501,12774.2,3735.78,0.00071818,100%,5,5,0,No Offset,3,2,,,,,1,3.64947E-07,4.99951,9.99903,1.20875,24.1774,0.0584547,145.388,99.5638,99.9306
